Rubro Económico|Subtipo Rubro Económico|Código Actividad Económica|Actividad Económica|Afecto a IVA|Categoría Tributaria|Disponible Internet
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331203|REPARACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331204|REPARACIÓN DE MAQUINARIA PARA PRODUCIR TEXTILES, PRENDAS DE VESTIR, ARTÍCULOS DE CUERO Y CALZADO|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331209|REPARACIÓN DE OTRO TIPO DE MAQUINARIA Y EQUIPOS INDUSTRIALES N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331301|REPARACIÓN DE EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331309|REPARACIÓN DE OTROS EQUIPOS ELECTRÓNICOS Y ÓPTICOS N.C.P.|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331400|REPARACIÓN DE EQUIPO ELÉCTRICO (EXCEPTO REPARACIÓN DE EQUIPO Y ENSERES DOMÉSTICOS)|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331501|REPARACIÓN DE BUQUES, EMBARCACIONES MENORES Y ESTRUCTURAS FLOTANTES|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331502|REPARACIÓN DE AERONAVES Y NAVES ESPACIALES|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331509|REPARACIÓN DE OTROS EQUIPOS DE TRANSPORTE N.C.P., EXCEPTO VEHÍCULOS AUTOMOTORES|SI|1|SI
INDUSTRIA MANUFACTURERA|REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL, MAQUINARIA Y EQUIPO|331900|REPARACIÓN DE OTROS TIPOS DE EQUIPO|SI|1|SI
INDUSTRIA MANUFACTURERA|INSTALACIÓN DE MAQUINARIA Y EQUIPOS INDUSTRIALES|332000|INSTALACIÓN DE MAQUINARIA Y EQUIPOS INDUSTRIALES|SI|1|SI
SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO|GENERACIÓN, TRANSMISIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA|351011|GENERACIÓN DE ENERGÍA ELÉCTRICA EN CENTRALES HIDROELÉCTRICAS|SI|1|SI
SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO|GENERACIÓN, TRANSMISIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA|351012|GENERACIÓN DE ENERGÍA ELÉCTRICA EN CENTRALES TERMOELÉCTRICAS|SI|1|SI
SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO|GENERACIÓN, TRANSMISIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA|351019|GENERACIÓN DE ENERGÍA ELÉCTRICA EN OTRAS CENTRALES N.C.P.|SI|1|SI
SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO|GENERACIÓN, TRANSMISIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA|351020|TRANSMISIÓN DE ENERGÍA ELÉCTRICA|SI|1|SI
SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO|GENERACIÓN, TRANSMISIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA|351030|DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA|SI|1|SI
SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO|FABRICACIÓN DE GAS; DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍAS|352010|REGASIFICACIÓN DE GAS NATURAL LICUADO (GNL)|SI|1|SI
SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO|FABRICACIÓN DE GAS; DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍAS|352020|FABRICACIÓN DE GAS; DISTRIBUCIÓN DE COMBUSTIBLES GASEOSOS POR TUBERÍA, EXCEPTO REGASIFICACIÓN DE GNL|SI|1|SI
SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO|SUMINISTRO DE VAPOR Y DE AIRE ACONDICIONADO|353001|SUMINISTRO DE VAPOR Y DE AIRE ACONDICIONADO|SI|1|SI
SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO|SUMINISTRO DE VAPOR Y DE AIRE ACONDICIONADO|353002|ELABORACIÓN DE HIELO (EXCEPTO FABRICACIÓN DE HIELO SECO)|SI|1|SI
SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN|CAPTACIÓN, TRATAMIENTO Y DISTRIBUCIÓN DE AGUA|360000|CAPTACIÓN, TRATAMIENTO Y DISTRIBUCIÓN DE AGUA|SI|1|SI
SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN|EVACUACIÓN DE AGUAS RESIDUALES|370000|EVACUACIÓN Y TRATAMIENTO DE AGUAS SERVIDAS|SI|1|SI
SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN|RECOGIDA DE DESECHOS|381100|RECOGIDA DE DESECHOS NO PELIGROSOS|SI|1|SI
SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN|RECOGIDA DE DESECHOS|381200|RECOGIDA DE DESECHOS PELIGROSOS|SI|1|SI
SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN|TRATAMIENTO Y ELIMINACIÓN DE DESECHOS|382100|TRATAMIENTO Y ELIMINACIÓN DE DESECHOS NO PELIGROSOS|SI|1|SI
SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN|TRATAMIENTO Y ELIMINACIÓN DE DESECHOS|382200|TRATAMIENTO Y ELIMINACIÓN DE DESECHOS PELIGROSOS|SI|1|SI
SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN|RECUPERACIÓN DE MATERIALES|383001|RECUPERACIÓN Y RECICLAMIENTO DE DESPERDICIOS Y DESECHOS METÁLICOS|SI|1|SI
SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN|RECUPERACIÓN DE MATERIALES|383002|RECUPERACIÓN Y RECICLAMIENTO DE PAPEL|SI|1|SI
SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN|RECUPERACIÓN DE MATERIALES|383003|RECUPERACIÓN Y RECICLAMIENTO DE VIDRIO|SI|1|SI
SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN|RECUPERACIÓN DE MATERIALES|383009|RECUPERACIÓN Y RECICLAMIENTO DE OTROS DESPERDICIOS Y DESECHOS N.C.P.|SI|1|SI
SUMINISTRO DE AGUA; EVACUACIÓN DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y DESCONTAMINACIÓN|ACTIVIDADES DE DESCONTAMINACIÓN Y OTROS SERVICIOS DE GESTIÓN DE DESECHOS|390000|ACTIVIDADES DE DESCONTAMINACIÓN Y OTROS SERVICIOS DE GESTIÓN DE DESECHOS|SI|1|SI
CONSTRUCCIÓN|CONSTRUCCIÓN DE EDIFICIOS|410010|CONSTRUCCIÓN DE EDIFICIOS PARA USO RESIDENCIAL|SI|1|SI
CONSTRUCCIÓN|CONSTRUCCIÓN DE EDIFICIOS|410020|CONSTRUCCIÓN DE EDIFICIOS PARA USO NO RESIDENCIAL|SI|1|SI
CONSTRUCCIÓN|CONSTRUCCIÓN DE CARRETERAS Y LÍNEAS DE FERROCARRIL|421000|CONSTRUCCIÓN DE CARRETERAS Y LÍNEAS DE FERROCARRIL|SI|1|SI
CONSTRUCCIÓN|CONSTRUCCIÓN DE PROYECTOS DE SERVICIO PÚBLICO|422000|CONSTRUCCIÓN DE PROYECTOS DE SERVICIO PÚBLICO|SI|1|SI
CONSTRUCCIÓN|CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL|429000|CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL|SI|1|SI
CONSTRUCCIÓN|DEMOLICIÓN Y PREPARACIÓN DEL TERRENO|431100|DEMOLICIÓN|SI|1|SI
CONSTRUCCIÓN|DEMOLICIÓN Y PREPARACIÓN DEL TERRENO|431200|PREPARACIÓN DEL TERRENO|SI|1|SI
CONSTRUCCIÓN|INSTALACIONES ELÉCTRICAS, DE GASFITERÍA Y OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCIÓN|432100|INSTALACIONES ELÉCTRICAS|SI|1|SI
CONSTRUCCIÓN|INSTALACIONES ELÉCTRICAS, DE GASFITERÍA Y OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCIÓN|432200|INSTALACIONES DE GASFITERÍA, CALEFACCIÓN Y AIRE ACONDICIONADO|SI|1|SI
CONSTRUCCIÓN|INSTALACIONES ELÉCTRICAS, DE GASFITERÍA Y OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCIÓN|432900|OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCIÓN|SI|1|SI
CONSTRUCCIÓN|TERMINACIÓN Y ACABADO DE EDIFICIOS|433000|TERMINACIÓN Y ACABADO DE EDIFICIOS|SI|1|SI
CONSTRUCCIÓN|OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN|439000|OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA DE VEHÍCULOS AUTOMOTORES|451001|VENTA AL POR MAYOR DE VEHÍCULOS AUTOMOTORES|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA DE VEHÍCULOS AUTOMOTORES|451002|VENTA AL POR MENOR DE VEHÍCULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE COMPRAVENTA)|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES|452001|SERVICIO DE LAVADO DE VEHÍCULOS AUTOMOTORES|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES|452002|MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES|453000|VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA, MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y SUS PARTES, PIEZAS Y ACCESORIOS|454001|VENTA DE MOTOCICLETAS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA, MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y SUS PARTES, PIEZAS Y ACCESORIOS|454002|VENTA DE PARTES, PIEZAS Y ACCESORIOS DE MOTOCICLETAS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA, MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS Y SUS PARTES, PIEZAS Y ACCESORIOS|454003|MANTENIMIENTO Y REPARACIÓN DE MOTOCICLETAS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA|461001|CORRETAJE AL POR MAYOR DE PRODUCTOS AGRÍCOLAS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA|461002|CORRETAJE AL POR MAYOR DE GANADO|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA|461009|OTROS TIPOS DE CORRETAJES O REMATES AL POR MAYOR N.C.P.|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS|462010|VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRÍCOLAS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS|462020|VENTA AL POR MAYOR DE ANIMALES VIVOS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y ANIMALES VIVOS|462090|VENTA AL POR MAYOR DE OTRAS MATERIAS PRIMAS AGROPECUARIAS N.C.P.|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO|463011|VENTA AL POR MAYOR DE FRUTAS Y VERDURAS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO|463012|VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CÁRNICOS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO|463013|VENTA AL POR MAYOR DE PRODUCTOS DEL MAR (PESCADOS, MARISCOS Y ALGAS)|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO|463014|VENTA AL POR MAYOR DE PRODUCTOS DE CONFITERÍA|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO|463019|VENTA AL POR MAYOR DE HUEVOS, LÁCTEOS, ABARROTES Y DE OTROS ALIMENTOS N.C.P.|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO|463020|VENTA AL POR MAYOR DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO|463030|VENTA AL POR MAYOR DE TABACO|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS|464100|VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS|464901|VENTA AL POR MAYOR DE MUEBLES, EXCEPTO MUEBLES DE OFICINA|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS|464902|VENTA AL POR MAYOR DE ARTÍCULOS ELÉCTRICOS Y ELECTRÓNICOS PARA EL HOGAR|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS|464903|VENTA AL POR MAYOR DE ARTÍCULOS DE PERFUMERÍA, DE TOCADOR Y COSMÉTICOS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS|464904|VENTA AL POR MAYOR DE ARTÍCULOS DE PAPELERÍA Y ESCRITORIO|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS|464905|VENTA AL POR MAYOR DE LIBROS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS|464906|VENTA AL POR MAYOR DE DIARIOS Y REVISTAS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS|464907|VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS|464908|VENTA AL POR MAYOR DE INSTRUMENTOS CIENTÍFICOS Y QUIRÚRGICOS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE ENSERES DOMÉSTICOS|464909|VENTA AL POR MAYOR DE OTROS ENSERES DOMÉSTICOS N.C.P.|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|465100|VENTA AL POR MAYOR DE COMPUTADORES, EQUIPO PERIFÉRICO Y PROGRAMAS INFORMÁTICOS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|465200|VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRÓNICOS Y DE TELECOMUNICACIONES|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|465300|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES AGROPECUARIOS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|465901|VENTA AL POR MAYOR DE MAQUINARIA METALÚRGICA, PARA LA MINERÍA, EXTRACCIÓN DE PETRÓLEO Y CONSTRUCCIÓN|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|465902|VENTA AL POR MAYOR DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|465903|VENTA AL POR MAYOR DE MAQUINARIA PARA LA INDUSTRIA TEXTIL, DEL CUERO Y DEL CALZADO|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|465904|VENTA AL POR MAYOR DE MAQUINARIA Y EQUIPO DE OFICINA; VENTA AL POR MAYOR DE MUEBLES DE OFICINA|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|465905|VENTA AL POR MAYOR DE EQUIPO DE TRANSPORTE(EXCEPTO VEHÍCULOS AUTOMOTORES, MOTOCICLETAS Y BICICLETAS)|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES|465909|VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P.|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|OTRAS ACTIVIDADES DE VENTA AL POR MAYOR ESPECIALIZADA|466100|VENTA AL POR MAYOR DE COMBUSTIBLES SÓLIDOS, LÍQUIDOS Y GASEOSOS Y PRODUCTOS CONEXOS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|OTRAS ACTIVIDADES DE VENTA AL POR MAYOR ESPECIALIZADA|466200|VENTA AL POR MAYOR DE METALES Y MINERALES METALÍFEROS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|OTRAS ACTIVIDADES DE VENTA AL POR MAYOR ESPECIALIZADA|466301|VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACIÓN DE MADERA|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|OTRAS ACTIVIDADES DE VENTA AL POR MAYOR ESPECIALIZADA|466302|VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, GASFITERÍA Y CALEFACCIÓN|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|OTRAS ACTIVIDADES DE VENTA AL POR MAYOR ESPECIALIZADA|466901|VENTA AL POR MAYOR DE PRODUCTOS QUÍMICOS|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|OTRAS ACTIVIDADES DE VENTA AL POR MAYOR ESPECIALIZADA|466902|VENTA AL POR MAYOR DE DESECHOS METÁLICOS (CHATARRA)|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|OTRAS ACTIVIDADES DE VENTA AL POR MAYOR ESPECIALIZADA|466909|VENTA AL POR MAYOR DE DESPERDICIOS, DESECHOS Y OTROS PRODUCTOS N.C.P.|SI|1|NO
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MAYOR NO ESPECIALIZADA|469000|VENTA AL POR MAYOR NO ESPECIALIZADA|SI|1|NO
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS|471100|VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS|471910|VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS)|SI|1|SI
COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS|VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS|471990|OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS N.C.P.|SI|1|SI
