Rubro Económico|Subtipo Rubro Económico|Código Actividad Económica|Actividad Económica|Afecto a IVA|Categoría Tributaria|Disponible Internet
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|ACTIVIDADES DE MÉDICOS Y ODONTÓLOGOS|862021|CENTROS MÉDICOS PRIVADOS (ESTABLECIMIENTOS DE ATENCIÓN AMBULATORIA)|NO|1|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|ACTIVIDADES DE MÉDICOS Y ODONTÓLOGOS|862022|CENTROS DE ATENCIÓN ODONTOLÓGICA PRIVADOS (ESTABLECIMIENTOS DE ATENCIÓN AMBULATORIA)|NO|1|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|ACTIVIDADES DE MÉDICOS Y ODONTÓLOGOS|862031|SERVICIOS DE MÉDICOS PRESTADOS DE FORMA INDEPENDIENTE|NO|2|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|ACTIVIDADES DE MÉDICOS Y ODONTÓLOGOS|862032|SERVICIOS DE ODONTÓLOGOS PRESTADOS DE FORMA INDEPENDIENTE|NO|2|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|OTRAS ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA|869010|ACTIVIDADES DE LABORATORIOS CLÍNICOS Y BANCOS DE SANGRE|SI|1|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|OTRAS ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA|869091|OTROS SERVICIOS DE ATENCIÓN DE LA SALUD HUMANA PRESTADOS POR EMPRESAS|G|1|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|OTRAS ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA|869092|SERVICIOS PRESTADOS DE FORMA INDEPENDIENTE POR OTROS PROFESIONALES DE LA SALUD|NO|2|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|ACTIVIDADES DE ATENCIÓN DE ENFERMERÍA EN INSTITUCIONES|871000|ACTIVIDADES DE ATENCIÓN DE ENFERMERÍA EN INSTITUCIONES|NO|1|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS CON DISCAPACIDAD MENTAL Y TOXICÓMANOS|872000|ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS CON DISCAPACIDAD MENTAL Y TOXICÓMANOS|SI|1|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD|873000|ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD FÍSICA|SI|1|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|OTRAS ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES|879000|OTRAS ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES|SI|1|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD|881000|ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD|SI|1|SI
ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO|889000|OTRAS ACTIVIDADES DE ASISTENCIA SOCIAL SIN ALOJAMIENTO|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO|900001|SERVICIOS DE PRODUCCIÓN DE OBRAS DE TEATRO, CONCIERTOS, ESPECTÁCULOS DE DANZA, OTRAS PROD. ESCÉNICAS|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO|900002|ACTIVIDADES ARTÍSTICAS REALIZADAS POR BANDAS DE MÚSICA, COMPAÑÍAS DE TEATRO, CIRCENSES Y SIMILARES|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO|900003|ACTIVIDADES DE ARTISTAS REALIZADAS DE FORMA INDEPENDIENTE: ACTORES, MÚSICOS, ESCRITORES, ENTRE OTROS|NO|2|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO|900004|SERVICIOS PRESTADOS POR PERIODISTAS INDEPENDIENTES|NO|2|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO|900009|OTRAS ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO N.C.P.|G|G|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS Y MUSEOS Y OTRAS ACTIVIDADES CULTURALES|910100|ACTIVIDADES DE BIBLIOTECAS Y ARCHIVOS|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS Y MUSEOS Y OTRAS ACTIVIDADES CULTURALES|910200|ACTIVIDADES DE MUSEOS, GESTIÓN DE LUGARES Y EDIFICIOS HISTÓRICOS|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS Y MUSEOS Y OTRAS ACTIVIDADES CULTURALES|910300|ACTIVIDADES DE JARDINES BOTÁNICOS, ZOOLÓGICOS Y RESERVAS NATURALES|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS|920010|ACTIVIDADES DE CASINOS DE JUEGOS|SI|1|NO
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS|920090|OTRAS ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS N.C.P.|SI|1|NO
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DEPORTIVAS|931101|HIPÓDROMOS|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DEPORTIVAS|931102|GESTIÓN DE SALAS DE BILLAR; GESTIÓN DE SALAS DE BOLOS (BOWLING)|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DEPORTIVAS|931109|GESTIÓN DE OTRAS INSTALACIONES DEPORTIVAS N.C.P.|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DEPORTIVAS|931201|ACTIVIDADES DE CLUBES DE FÚTBOL AMATEUR Y PROFESIONAL|G|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DEPORTIVAS|931209|ACTIVIDADES DE OTROS CLUBES DEPORTIVOS N.C.P.|G|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DEPORTIVAS|931901|PROMOCIÓN Y ORGANIZACIÓN DE COMPETENCIAS DEPORTIVAS|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|ACTIVIDADES DEPORTIVAS|931909|OTRAS ACTIVIDADES DEPORTIVAS N.C.P.|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS|932100|ACTIVIDADES DE PARQUES DE ATRACCIONES Y PARQUES TEMÁTICOS|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS|932901|GESTIÓN DE SALAS DE POOL; GESTIÓN (EXPLOTACIÓN) DE JUEGOS ELECTRÓNICOS|SI|1|SI
ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREATIVAS|OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS|932909|OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS N.C.P.|G|G|SI
OTRAS ACTIVIDADES DE SERVICIOS|ACTIVIDADES DE ASOCIACIONES EMPRESARIALES, PROFESIONALES Y DE EMPLEADORES|941100|ACTIVIDADES DE ASOCIACIONES EMPRESARIALES Y DE EMPLEADORES|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|ACTIVIDADES DE ASOCIACIONES EMPRESARIALES, PROFESIONALES Y DE EMPLEADORES|941200|ACTIVIDADES DE ASOCIACIONES PROFESIONALES|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|ACTIVIDADES DE SINDICATOS|942000|ACTIVIDADES DE SINDICATOS|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|ACTIVIDADES DE OTRAS ASOCIACIONES|949100|ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS|SI|1|NO
OTRAS ACTIVIDADES DE SERVICIOS|ACTIVIDADES DE OTRAS ASOCIACIONES|949200|ACTIVIDADES DE ORGANIZACIONES POLÍTICAS|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|ACTIVIDADES DE OTRAS ASOCIACIONES|949901|ACTIVIDADES DE CENTROS DE MADRES|SI|1|NO
OTRAS ACTIVIDADES DE SERVICIOS|ACTIVIDADES DE OTRAS ASOCIACIONES|949902|ACTIVIDADES DE CLUBES SOCIALES|SI|1|NO
OTRAS ACTIVIDADES DE SERVICIOS|ACTIVIDADES DE OTRAS ASOCIACIONES|949903|FUNDACIONES Y CORPORACIONES; ASOCIACIONES QUE PROMUEVEN ACTIVIDADES CULTURALES O RECREATIVAS|SI|1|NO
OTRAS ACTIVIDADES DE SERVICIOS|ACTIVIDADES DE OTRAS ASOCIACIONES|949904|CONSEJO DE ADMINISTRACIÓN DE EDIFICIOS Y CONDOMINIOS|G|1|NO
OTRAS ACTIVIDADES DE SERVICIOS|ACTIVIDADES DE OTRAS ASOCIACIONES|949909|ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|REPARACIÓN DE COMPUTADORES Y EQUIPO DE COMUNICACIONES|951100|REPARACIÓN DE COMPUTADORES Y EQUIPO PERIFÉRICO|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|REPARACIÓN DE COMPUTADORES Y EQUIPO DE COMUNICACIONES|951200|REPARACIÓN DE EQUIPO DE COMUNICACIONES (INCLUYE LA REPARACIÓN TELÉFONOS CELULARES)|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|REPARACIÓN DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS|952100|REPARACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO (INCLUYE APARATOS DE TELEVISIÓN Y RADIO)|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|REPARACIÓN DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS|952200|REPARACIÓN DE APARATOS DE USO DOMÉSTICO, EQUIPO DOMÉSTICO Y DE JARDINERÍA|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|REPARACIÓN DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS|952300|REPARACIÓN DE CALZADO Y DE ARTÍCULOS DE CUERO|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|REPARACIÓN DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS|952400|REPARACIÓN DE MUEBLES Y ACCESORIOS DOMÉSTICOS|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|REPARACIÓN DE EFECTOS PERSONALES Y ENSERES DOMÉSTICOS|952900|REPARACIÓN DE OTROS EFECTOS PERSONALES Y ENSERES DOMÉSTICOS|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES|960100|LAVADO Y LIMPIEZA, INCLUIDA LA LIMPIEZA EN SECO, DE PRODUCTOS TEXTILES Y DE PIEL|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES|960200|PELUQUERÍA Y OTROS TRATAMIENTOS DE BELLEZA|G|G|SI
OTRAS ACTIVIDADES DE SERVICIOS|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES|960310|SERVICIOS FUNERARIOS|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES|960320|SERVICIOS DE CEMENTERIOS|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES|960901|SERVICIOS DE ADIESTRAMIENTO, GUARDERÍA, PELUQUERÍA, PASEO DE MASCOTAS (EXCEPTO ACT. VETERINARIAS)|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES|960902|ACTIVIDADES DE SALONES DE MASAJES, BAÑOS TURCOS, SAUNAS, SERVICIO DE BAÑOS PÚBLICOS|SI|1|SI
OTRAS ACTIVIDADES DE SERVICIOS|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES|960909|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.|NO|2|SI
ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO|970000|ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES DE PERSONAL DOMÉSTICO|NO|G|NO
ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES|ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES|990000|ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES|G|1|NO
